t,drone,x,y,z,r_sep,r_nei,k_sep,k_ali,k_coh,k_goal,vmax,amax,altitude,jitter
44.800,0,1.4893,1.5705,-3.7018,1.682,4.823,4.916,1.316,0.502,0.961,3.940,16.758,2.062,0.463
45.000,0,2.0570,1.6062,-3.3423,1.861,4.823,5.232,1.316,0.459,0.851,3.940,16.758,2.062,0.463
45.200,0,2.5872,1.7038,-3.0298,2.018,4.823,5.511,1.316,0.422,0.754,3.940,16.758,2.062,0.463
45.400,0,3.0637,1.8485,-2.7722,1.839,4.819,5.199,1.308,0.461,0.850,3.867,16.685,2.051,0.461
45.600,0,3.4586,2.0278,-2.5949,1.573,4.814,4.733,1.298,0.521,0.997,3.784,16.604,2.040,0.459
45.800,0,3.7247,2.2223,-2.5204,1.453,4.812,4.524,1.294,0.548,1.063,3.747,16.567,2.034,0.458
46.000,0,3.8436,2.4072,-2.5600,1.399,4.811,4.430,1.292,0.561,1.093,3.731,16.550,2.032,0.458
46.200,0,3.8129,2.5576,-2.7043,1.375,4.810,4.387,1.291,0.566,1.107,3.723,16.543,2.031,0.457
46.400,0,3.6457,2.6516,-2.9266,1.364,4.810,4.368,1.291,0.568,1.113,3.720,16.540,2.030,0.457
46.600,0,3.3710,2.6737,-3.1980,1.360,4.810,4.360,1.291,0.570,1.115,3.718,16.538,2.030,0.457
46.800,0,3.0104,2.6206,-3.4772,1.357,4.810,4.356,1.291,0.570,1.116,3.718,16.537,2.030,0.457
47.000,0,2.5935,2.4973,-3.7127,1.356,4.810,4.354,1.291,0.570,1.117,3.717,16.537,2.030,0.457
47.200,0,2.1708,2.3191,-3.8496,1.356,4.810,4.354,1.291,0.570,1.117,3.717,16.537,2.030,0.457
47.400,0,1.7979,2.1095,-3.8430,1.374,4.810,4.385,1.291,0.566,1.107,3.717,16.537,2.030,0.457
47.600,0,1.5180,1.8947,-3.6751,1.448,4.810,4.520,1.291,0.549,1.062,3.717,16.537,2.030,0.457
47.800,0,1.3585,1.7016,-3.3467,1.581,4.810,4.759,1.291,0.517,0.983,3.717,16.537,2.030,0.457
48.000,0,1.3317,1.5484,-2.8790,1.750,4.810,5.064,1.291,0.477,0.883,3.717,16.537,2.030,0.457
48.200,0,1.4280,1.4461,-2.2987,1.923,4.810,5.376,1.291,0.436,0.780,3.717,16.537,2.030,0.457
48.400,0,1.6399,1.3969,-1.6357,2.062,4.810,5.627,1.291,0.403,0.697,3.717,16.537,2.030,0.457
48.600,0,1.9536,1.4035,-0.9151,1.723,4.871,5.000,1.303,0.488,0.922,3.805,16.724,2.044,0.471
48.800,0,2.3750,1.4745,-0.1459,1.516,4.906,4.617,1.309,0.539,1.059,3.856,16.833,2.052,0.479
49.000,0,2.8892,1.6084,0.6365,1.423,4.922,4.445,1.312,0.562,1.121,3.878,16.881,2.056,0.483
49.200,0,3.4639,1.7884,1.3685,1.382,4.929,4.368,1.314,0.573,1.149,3.889,16.903,2.057,0.485
49.400,0,4.0478,1.9897,1.9780,1.363,4.932,4.333,1.314,0.577,1.161,3.893,16.913,2.058,0.485
49.600,0,4.5742,2.1849,2.4111,1.354,4.933,4.318,1.315,0.579,1.167,3.895,16.918,2.058,0.486
49.800,0,4.9875,2.3481,2.6429,1.351,4.934,4.311,1.315,0.580,1.169,3.896,16.920,2.058,0.486
50.000,0,5.0000,2.4634,2.6845,1.349,4.934,4.308,1.315,0.581,1.170,3.897,16.921,2.058,0.486
50.200,0,5.0000,2.5194,2.5501,1.348,4.934,4.306,1.315,0.581,1.171,3.897,16.921,2.058,0.486
50.400,0,4.9608,2.5090,2.2593,1.350,4.934,4.309,1.315,0.580,1.170,3.897,16.921,2.059,0.486
50.600,0,4.7475,2.4319,1.8307,1.388,4.934,4.377,1.315,0.571,1.146,3.897,16.921,2.059,0.486
50.800,0,4.3478,2.2980,1.3064,1.490,4.934,4.556,1.315,0.547,1.083,3.897,16.921,2.059,0.486
51.000,0,3.7914,2.1313,0.7392,1.643,4.934,4.828,1.315,0.511,0.988,3.897,16.921,2.059,0.486
51.200,0,3.1137,1.9576,0.1864,1.821,4.934,5.142,1.315,0.468,0.879,3.897,16.921,2.059,0.486
51.400,0,2.3513,1.7994,-0.3038,1.987,4.934,5.435,1.315,0.429,0.776,3.897,16.921,2.059,0.486
51.600,0,1.5490,1.6736,-0.6948,1.936,4.746,5.298,1.187,0.375,0.757,3.875,15.629,1.870,0.456
51.800,0,0.7558,1.5701,-0.9443,1.694,4.406,4.784,0.957,0.314,0.816,3.835,13.300,1.531,0.401
52.000,0,0.0097,1.4691,-1.0334,1.585,4.253,4.553,0.854,0.286,0.842,3.817,12.254,1.378,0.376
52.200,0,-0.6680,1.3657,-0.9663,1.536,4.185,4.449,0.808,0.274,0.854,3.809,11.784,1.309,0.365
52.400,0,-1.2573,1.2630,-0.7512,1.514,4.154,4.403,0.787,0.268,0.859,3.806,11.572,1.279,0.360
52.600,0,-1.7424,1.1663,-0.4019,1.504,4.140,4.382,0.777,0.266,0.862,3.804,11.477,1.265,0.358
52.800,0,-2.1055,1.0822,0.0709,1.500,4.134,4.372,0.773,0.265,0.863,3.803,11.435,1.259,0.357
53.000,0,-2.3334,1.0175,0.6511,1.498,4.131,4.368,0.771,0.264,0.863,3.803,11.416,1.256,0.357
53.200,0,-2.4185,0.9752,1.3192,1.497,4.130,4.366,0.770,0.264,0.863,3.803,11.407,1.255,0.357
53.400,0,-2.3473,0.9596,2.0521,1.496,4.129,4.365,0.770,0.264,0.863,3.803,11.403,1.254,0.356
53.600,0,-2.1088,0.9733,2.8207,1.508,4.129,4.391,0.770,0.262,0.857,3.803,11.401,1.254,0.356
53.800,0,-1.7014,1.0168,3.5797,1.567,4.129,4.519,0.770,0.254,0.824,3.803,11.401,1.254,0.356
54.000,0,-1.1395,1.0868,4.2877,1.676,4.129,4.756,0.770,0.240,0.764,3.803,11.400,1.254,0.356
54.200,0,-0.4536,1.1748,4.9089,1.818,4.129,5.063,0.770,0.221,0.686,3.803,11.400,1.254,0.356
54.400,0,0.3145,1.2726,5.0000,1.964,4.129,5.380,0.770,0.202,0.605,3.803,11.400,1.254,0.356
54.600,0,1.1282,1.3715,5.0000,2.082,4.129,5.637,0.770,0.187,0.540,3.803,11.400,1.254,0.356
54.800,0,1.9599,1.4633,5.0000,1.773,4.211,4.918,0.853,0.310,0.776,4.239,11.611,1.294,0.379
55.000,0,2.8170,1.5338,5.0000,1.584,4.259,4.481,0.902,0.382,0.918,4.492,11.734,1.318,0.392
55.200,0,3.6427,1.5782,4.9677,1.500,4.281,4.285,0.924,0.415,0.981,4.606,11.789,1.329,0.398
55.400,0,4.3369,1.5998,4.8088,1.462,4.291,4.197,0.933,0.430,1.010,4.657,11.814,1.334,0.401
55.600,0,4.8552,1.6034,4.5510,1.444,4.295,4.157,0.938,0.436,1.023,4.680,11.825,1.336,0.402
55.800,0,5.0000,1.5928,4.2255,1.437,4.297,4.140,0.940,0.439,1.029,4.690,11.830,1.337,0.403
56.000,0,5.0000,1.5701,3.8465,1.433,4.298,4.132,0.941,0.440,1.031,4.695,11.832,1.337,0.403
56.200,0,4.9170,1.5376,3.4288,1.432,4.298,4.128,0.941,0.441,1.032,4.697,11.834,1.337,0.403
56.400,0,4.6229,1.4987,2.9933,1.431,4.299,4.126,0.941,0.441,1.033,4.698,11.834,1.337,0.403
56.600,0,4.1195,1.4548,2.5588,1.432,4.299,4.128,0.941,0.441,1.032,4.698,11.834,1.338,0.403
56.800,0,3.4070,1.4078,2.1438,1.463,4.299,4.186,0.941,0.435,1.014,4.699,11.834,1.338,0.403
57.000,0,2.4904,1.3601,1.7665,1.549,4.299,4.348,0.941,0.418,0.961,4.699,11.834,1.338,0.403
57.200,0,1.3861,1.3139,1.4454,1.684,4.299,4.601,0.941,0.391,0.880,4.699,11.834,1.338,0.403
57.400,0,0.1285,1.2712,1.2082,1.843,4.299,4.898,0.941,0.359,0.784,4.699,11.834,1.338,0.403
57.600,0,-1.2471,1.2357,1.0760,1.994,4.299,5.182,0.941,0.328,0.693,4.699,11.834,1.338,0.403
57.800,0,-2.6787,1.2087,1.0598,2.011,4.276,5.225,0.929,0.313,0.673,4.641,11.785,1.332,0.397
58.000,0,-4.0857,1.1918,1.1731,1.711,4.186,4.699,0.883,0.330,0.817,4.419,11.594,1.308,0.376
58.200,0,-5.0000,1.1877,1.4190,1.576,4.146,4.463,0.862,0.337,0.882,4.319,11.508,1.298,0.367
58.400,0,-5.0000,1.1963,1.7862,1.515,4.128,4.356,0.852,0.340,0.912,4.274,11.470,1.293,0.362
58.600,0,-5.0000,1.2171,2.2646,1.488,4.120,4.309,0.848,0.342,0.925,4.253,11.452,1.291,0.360
58.800,0,-5.0000,1.2505,2.8393,1.476,4.116,4.287,0.846,0.342,0.931,4.244,11.444,1.290,0.359
59.000,0,-5.0000,1.2940,3.4809,1.470,4.115,4.277,0.845,0.343,0.933,4.240,11.441,1.290,0.359
59.200,0,-5.0000,1.3434,4.1514,1.468,4.114,4.273,0.845,0.343,0.935,4.239,11.439,1.290,0.359
59.400,0,-5.0000,1.3922,4.8019,1.466,4.114,4.271,0.845,0.343,0.935,4.238,11.439,1.290,0.359
59.600,0,-5.0000,1.4350,5.0000,1.466,4.114,4.270,0.845,0.343,0.935,4.237,11.438,1.290,0.359
59.800,0,-4.9564,1.4661,5.0000,1.471,4.114,4.281,0.845,0.342,0.932,4.237,11.438,1.290,0.359
60.000,0,-4.7576,1.4799,5.0000,1.517,4.113,4.375,0.845,0.334,0.906,4.237,11.438,1.290,0.359
60.200,0,-4.4158,1.4742,5.0000,1.617,4.113,4.577,0.845,0.318,0.849,4.237,11.438,1.290,0.359
60.400,0,-3.9663,1.4485,5.0000,1.756,4.113,4.860,0.845,0.295,0.769,4.237,11.438,1.290,0.359
60.600,0,-3.4433,1.4043,4.9934,1.908,4.113,5.171,0.845,0.271,0.682,4.237,11.438,1.290,0.359
60.800,0,-2.8871,1.3465,4.8869,2.043,4.113,5.445,0.845,0.248,0.604,4.237,11.438,1.290,0.359
61.000,0,-2.3255,1.2810,4.6591,1.882,4.115,5.112,0.857,0.287,0.705,4.300,11.452,1.296,0.360
61.200,0,-1.7893,1.2112,4.2891,1.645,4.117,4.623,0.870,0.338,0.850,4.370,11.468,1.302,0.361
61.400,0,-1.3080,1.1414,3.7536,1.538,4.117,4.404,0.876,0.362,0.915,4.402,11.475,1.305,0.362
61.600,0,-0.9072,1.0777,3.0507,1.490,4.118,4.305,0.879,0.372,0.944,4.416,11.478,1.307,0.362
61.800,0,-0.6142,1.0268,2.1933,1.469,4.118,4.261,0.880,0.377,0.958,4.422,11.479,1.307,0.362
62.000,0,-0.4531,0.9954,1.1991,1.459,4.118,4.241,0.880,0.379,0.964,4.425,11.480,1.308,0.362
62.200,0,-0.4515,0.9910,0.0948,1.455,4.118,4.232,0.881,0.380,0.966,4.427,11.480,1.308,0.362
62.400,0,-0.6352,1.0176,-1.0726,1.453,4.118,4.228,0.881,0.380,0.967,4.427,11.480,1.308,0.362
62.600,0,-1.0140,1.0776,-2.2370,1.452,4.118,4.227,0.881,0.380,0.968,4.427,11.480,1.308,0.362
62.800,0,-1.5685,1.1670,-3.3248,1.452,4.118,4.226,0.881,0.381,0.968,4.428,11.480,1.308,0.362
63.000,0,-2.2573,1.2763,-4.2751,1.470,4.118,4.261,0.881,0.377,0.958,4.428,11.480,1.308,0.362
63.200,0,-3.0242,1.3943,-5.0000,1.539,4.118,4.399,0.881,0.365,0.917,4.428,11.480,1.308,0.362
63.400,0,-3.8160,1.5114,-5.0000,1.661,4.118,4.638,0.881,0.343,0.847,4.428,11.480,1.308,0.362
63.600,0,-4.5947,1.6197,-5.0000,1.813,4.118,4.938,0.881,0.316,0.758,4.428,11.480,1.308,0.362
63.800,0,-5.0000,1.7150,-5.0000,1.965,4.118,5.240,0.881,0.289,0.669,4.428,11.480,1.308,0.362
64.000,0,-5.0000,1.7953,-5.0000,2.085,4.118,5.477,0.881,0.268,0.599,4.428,11.480,1.308,0.362
64.200,0,-5.0000,1.8567,-4.9950,1.757,4.099,4.829,0.878,0.328,0.786,4.430,11.396,1.305,0.357
64.400,0,-5.0000,1.8916,-4.8863,1.586,4.089,4.492,0.877,0.359,0.883,4.432,11.353,1.304,0.355
64.600,0,-4.9967,1.8944,-4.8174,1.509,4.084,4.340,0.876,0.373,0.927,4.433,11.333,1.303,0.354
64.800,0,-4.9817,1.8897,-4.7971,1.474,4.083,4.272,0.876,0.379,0.947,4.433,11.325,1.303,0.353
65.000,0,-4.9177,1.8706,-4.7154,1.459,4.082,4.241,0.876,0.382,0.955,4.433,11.321,1.303,0.353
65.200,0,-4.7440,1.8176,-4.4943,1.452,4.081,4.227,0.876,0.383,0.959,4.433,11.319,1.303,0.353
65.400,0,-4.4437,1.7298,-4.1288,1.449,4.081,4.221,0.876,0.384,0.961,4.433,11.318,1.303,0.353
65.600,0,-4.0102,1.6093,-3.6282,1.447,4.081,4.218,0.876,0.384,0.962,4.433,11.318,1.303,0.353
65.800,0,-3.4390,1.4604,-2.9985,1.447,4.081,4.217,0.876,0.384,0.962,4.433,11.318,1.303,0.353
66.000,0,-2.7211,1.2922,-2.2615,1.450,4.081,4.223,0.876,0.384,0.961,4.433,11.318,1.303,0.353
66.200,0,-1.8875,1.1218,-1.4673,1.489,4.081,4.299,0.876,0.377,0.938,4.433,11.318,1.303,0.353
66.400,0,-0.9753,0.9678,-0.6852,1.584,4.081,4.485,0.876,0.360,0.884,4.433,11.318,1.303,0.353
66.600,0,-0.0315,0.8445,0.0090,1.723,4.081,4.758,0.876,0.335,0.804,4.433,11.318,1.303,0.353
66.800,0,0.8871,0.7600,0.5671,1.880,4.081,5.066,0.876,0.307,0.713,4.433,11.318,1.303,0.353
67.000,0,1.7512,0.7091,0.9937,2.024,4.081,5.347,0.876,0.281,0.631,4.433,11.318,1.303,0.353
67.200,0,2.5568,0.6837,1.3071,1.907,4.089,5.117,0.870,0.298,0.696,4.417,11.307,1.298,0.355
67.400,0,3.2880,0.6839,1.4978,1.657,4.099,4.624,0.863,0.337,0.837,4.394,11.292,1.290,0.357
67.600,0,3.9191,0.7109,1.5514,1.545,4.104,4.402,0.860,0.354,0.900,4.384,11.285,1.287,0.358
67.800,0,4.4333,0.7611,1.4669,1.494,4.106,4.303,0.858,0.362,0.929,4.380,11.282,1.286,0.358
68.000,0,4.8185,0.8318,1.2443,1.471,4.107,4.258,0.858,0.366,0.942,4.378,11.281,1.285,0.358
68.200,0,5.0000,0.9192,0.8916,1.461,4.107,4.238,0.857,0.367,0.948,4.377,11.280,1.285,0.359
68.400,0,5.0000,1.0204,0.4168,1.457,4.108,4.229,0.857,0.368,0.950,4.376,11.280,1.284,0.359
68.600,0,4.9341,1.1315,-0.1696,1.455,4.108,4.225,0.857,0.368,0.951,4.376,11.280,1.284,0.359
68.800,0,4.7001,1.2467,-0.8557,1.454,4.108,4.223,0.857,0.368,0.952,4.376,11.280,1.284,0.359
69.000,0,4.2887,1.3602,-1.6200,1.453,4.108,4.222,0.857,0.368,0.952,4.376,11.280,1.284,0.359
69.200,0,3.6904,1.4654,-2.4369,1.467,4.108,4.249,0.857,0.366,0.944,4.376,11.280,1.284,0.359
69.400,0,2.9002,1.5542,-3.2706,1.530,4.108,4.375,0.857,0.355,0.908,4.376,11.280,1.284,0.359
69.600,0,1.9354,1.6179,-4.0694,1.646,4.108,4.604,0.857,0.335,0.841,4.376,11.280,1.284,0.359
69.800,0,0.8345,1.6512,-4.7768,1.796,4.108,4.900,0.857,0.309,0.755,4.376,11.280,1.284,0.359
70.000,0,-0.3389,1.6566,-5.0000,1.950,4.108,5.205,0.857,0.283,0.667,4.376,11.280,1.284,0.359
70.200,0,-1.5204,1.6379,-5.0000,2.075,4.108,5.452,0.857,0.261,0.595,4.376,11.280,1.284,0.359
70.400,0,-2.6623,1.6009,-5.0000,1.771,4.103,4.854,0.890,0.338,0.790,4.495,11.429,1.314,0.359
70.600,0,-3.7045,1.5506,-5.0000,1.586,4.099,4.488,0.910,0.384,0.908,4.564,11.516,1.331,0.359
70.800,0,-4.5971,1.4917,-5.0000,1.503,4.098,4.324,0.919,0.405,0.961,4.595,11.555,1.338,0.359
71.000,0,-5.0000,1.4286,-4.9820,1.465,4.097,4.250,0.923,0.414,0.985,4.608,11.572,1.342,0.359
71.200,0,-5.0000,1.3641,-4.8811,1.448,4.097,4.217,0.924,0.418,0.996,4.615,11.580,1.343,0.359
71.400,0,-5.0000,1.2998,-4.6977,1.441,4.097,4.202,0.925,0.420,1.001,4.618,11.584,1.344,0.359
71.600,0,-5.0000,1.2379,-4.4364,1.437,4.097,4.195,0.926,0.421,1.003,4.619,11.585,1.344,0.359
71.800,0,-4.9644,1.1804,-4.0994,1.436,4.097,4.192,0.926,0.421,1.004,4.619,11.586,1.344,0.359
72.000,0,-4.7484,1.1293,-3.6989,1.435,4.097,4.191,0.926,0.422,1.004,4.620,11.586,1.344,0.359
72.200,0,-4.3337,1.0873,-3.2489,1.437,4.097,4.194,0.926,0.421,1.003,4.620,11.586,1.344,0.359
72.400,0,-3.7230,1.0557,-2.7583,1.471,4.097,4.259,0.926,0.415,0.983,4.620,11.586,1.344,0.359
72.600,0,-2.9169,1.0352,-2.2393,1.561,4.097,4.432,0.926,0.397,0.930,4.620,11.587,1.344,0.359
72.800,0,-1.9223,1.0259,-1.7073,1.699,4.097,4.696,0.926,0.371,0.849,4.620,11.587,1.344,0.359
73.000,0,-0.7576,1.0292,-1.1791,1.858,4.097,5.001,0.926,0.340,0.754,4.620,11.587,1.344,0.359
73.200,0,0.5554,1.0456,-0.6737,2.007,4.097,5.287,0.926,0.311,0.666,4.620,11.587,1.344,0.359
73.400,0,1.9909,1.0754,-0.2167,1.973,4.125,5.214,0.923,0.316,0.688,4.614,11.604,1.339,0.365
73.600,0,3.5166,1.1203,0.1427,1.681,4.195,4.634,0.915,0.368,0.863,4.599,11.647,1.325,0.380
73.800,0,5.0000,1.1778,0.3471,1.549,4.227,4.373,0.911,0.391,0.942,4.592,11.666,1.319,0.387
74.000,0,5.0000,1.2413,0.3773,1.490,4.241,4.256,0.910,0.402,0.978,4.589,11.675,1.316,0.390
74.200,0,5.0000,1.3026,0.2329,1.463,4.247,4.203,0.909,0.406,0.994,4.587,11.679,1.315,0.392
74.400,0,5.0000,1.3555,-0.0680,1.452,4.250,4.180,0.909,0.409,1.001,4.587,11.681,1.315,0.392
74.600,0,5.0000,1.3956,-0.4884,1.446,4.251,4.169,0.908,0.410,1.004,4.586,11.681,1.314,0.392
74.800,0,5.0000,1.4187,-0.9784,1.444,4.252,4.164,0.908,0.410,1.006,4.586,11.682,1.314,0.393
75.000,0,5.0000,1.4248,-1.4830,1.443,4.252,4.162,0.908,0.410,1.006,4.586,11.682,1.314,0.393
75.200,0,5.0000,1.4156,-1.9303,1.442,4.252,4.161,0.908,0.410,1.007,4.586,11.682,1.314,0.393
75.400,0,5.0000,1.3957,-2.2532,1.452,4.252,4.181,0.908,0.408,1.000,4.586,11.682,1.314,0.393
75.600,0,5.0000,1.3698,-2.4100,1.511,4.252,4.293,0.908,0.397,0.966,4.586,11.682,1.314,0.393
75.800,0,5.0000,1.3425,-2.4036,1.623,4.252,4.509,0.908,0.376,0.898,4.586,11.682,1.314,0.393
76.000,0,5.0000,1.3192,-2.2413,1.773,4.252,4.796,0.908,0.348,0.809,4.586,11.682,1.314,0.393
76.200,0,5.0000,1.3025,-1.9393,1.930,4.252,5.099,0.908,0.318,0.715,4.586,11.682,1.314,0.393
76.400,0,5.0000,1.2928,-1.5194,2.062,4.252,5.352,0.908,0.293,0.636,4.586,11.682,1.314,0.393
76.600,0,5.0000,1.2907,-0.9949,1.792,4.192,4.850,0.918,0.350,0.796,4.609,11.655,1.328,0.380
76.800,0,5.0000,1.3015,-0.3538,1.595,4.152,4.482,0.924,0.391,0.914,4.624,11.637,1.338,0.371
77.000,0,4.9886,1.3256,0.4082,1.506,4.134,4.316,0.927,0.410,0.966,4.630,11.629,1.342,0.367
77.200,0,4.8414,1.3628,1.2682,1.466,4.126,4.242,0.928,0.418,0.990,4.633,11.626,1.344,0.365
77.400,0,4.5237,1.4078,2.1749,1.448,4.123,4.209,0.928,0.422,1.001,4.635,11.624,1.345,0.365
77.600,0,4.0587,1.4529,3.0614,1.440,4.121,4.194,0.929,0.423,1.005,4.635,11.624,1.345,0.364
77.800,0,3.4850,1.4920,3.8702,1.437,4.120,4.187,0.929,0.424,1.008,4.636,11.623,1.345,0.364
78.000,0,2.8443,1.5180,4.5588,1.435,4.120,4.184,0.929,0.424,1.009,4.636,11.623,1.345,0.364
78.200,0,2.1802,1.5243,5.0000,1.434,4.120,4.183,0.929,0.425,1.009,4.636,11.623,1.345,0.364
78.400,0,1.5276,1.5077,5.0000,1.434,4.120,4.183,0.929,0.425,1.009,4.636,11.623,1.345,0.364
78.600,0,0.9270,1.4682,5.0000,1.459,4.120,4.231,0.929,0.420,0.994,4.636,11.623,1.345,0.364
78.800,0,0.4071,1.4087,4.9929,1.539,4.120,4.382,0.929,0.404,0.947,4.636,11.623,1.345,0.364
79.000,0,-0.0153,1.3346,4.8854,1.668,4.120,4.630,0.929,0.379,0.870,4.636,11.623,1.345,0.364
79.200,0,-0.3305,1.2538,4.6634,1.825,4.120,4.929,0.929,0.349,0.777,4.636,11.623,1.345,0.364
79.400,0,-0.5418,1.1740,4.3556,1.978,4.120,5.222,0.929,0.319,0.686,4.636,11.623,1.345,0.364
79.600,0,-0.6592,1.1011,3.9930,2.044,4.128,5.345,0.931,0.308,0.649,4.643,11.637,1.346,0.366
79.800,0,-0.6882,1.0418,3.5902,1.703,4.196,4.674,0.945,0.388,0.864,4.697,11.749,1.351,0.381
80.000,0,-0.6194,1.0059,3.1440,1.550,4.227,4.373,0.951,0.424,0.961,4.721,11.799,1.353,0.388
80.200,0,-0.4556,1.0016,2.6732,1.481,4.241,4.238,0.954,0.440,1.004,4.732,11.821,1.354,0.391
80.400,0,-0.2162,1.0337,2.2070,1.450,4.247,4.177,0.955,0.447,1.024,4.737,11.831,1.355,0.392
80.600,0,0.0513,1.1017,1.7783,1.436,4.250,4.150,0.955,0.450,1.032,4.740,11.836,1.355,0.393
80.800,0,0.2937,1.1994,1.3920,1.430,4.251,4.137,0.956,0.452,1.036,4.741,11.838,1.355,0.393
81.000,0,0.4846,1.3150,1.0587,1.427,4.252,4.132,0.956,0.453,1.038,4.741,11.839,1.355,0.393
81.200,0,0.6032,1.4371,0.8004,1.426,4.252,4.129,0.956,0.453,1.039,4.741,11.839,1.355,0.393
81.400,0,0.6386,1.5523,0.6312,1.425,4.252,4.128,0.956,0.453,1.039,4.741,11.840,1.355,0.393
81.600,0,0.5818,1.6469,0.5638,1.430,4.252,4.137,0.956,0.452,1.036,4.741,11.840,1.355,0.393
81.800,0,0.4366,1.7110,0.6085,1.477,4.252,4.224,0.956,0.443,1.008,4.741,11.840,1.355,0.393
82.000,0,0.2128,1.7396,0.7538,1.581,4.252,4.417,0.956,0.421,0.946,4.741,11.840,1.355,0.393
82.200,0,-0.0708,1.7329,0.9857,1.727,4.252,4.691,0.956,0.391,0.857,4.741,11.840,1.355,0.393
82.400,0,-0.3993,1.6962,1.2858,1.889,4.252,4.993,0.956,0.358,0.759,4.741,11.840,1.355,0.393
82.600,0,-0.7490,1.6370,1.6396,2.033,4.252,5.261,0.956,0.329,0.672,4.741,11.840,1.355,0.393
82.800,0,-1.0938,1.5628,2.0371,1.870,4.237,4.961,0.952,0.358,0.768,4.726,11.811,1.353,0.390
83.000,0,-1.3939,1.4780,2.4695,1.627,4.219,4.513,0.948,0.404,0.910,4.709,11.779,1.351,0.386
83.200,0,-1.6116,1.3901,2.9019,1.518,4.212,4.312,0.946,0.424,0.974,4.701,11.764,1.350,0.384
83.400,0,-1.7282,1.3100,3.2891,1.469,4.208,4.222,0.945,0.434,1.003,4.697,11.758,1.350,0.383
83.600,0,-1.7339,1.2468,3.5950,1.447,4.207,4.181,0.944,0.438,1.016,4.696,11.755,1.349,0.383
83.800,0,-1.6269,1.2068,3.7922,1.437,4.206,4.163,0.944,0.439,1.022,4.695,11.754,1.349,0.383
84.000,0,-1.4151,1.1936,3.8581,1.433,4.206,4.155,0.944,0.440,1.025,4.695,11.753,1.349,0.383
84.200,0,-1.1192,1.2067,3.7819,1.431,4.205,4.151,0.944,0.441,1.026,4.695,11.753,1.349,0.383
84.400,0,-0.7695,1.2420,3.5693,1.430,4.205,4.150,0.944,0.441,1.026,4.695,11.753,1.349,0.383
84.600,0,-0.3999,1.2928,3.2271,1.429,4.205,4.149,0.944,0.441,1.026,4.694,11.753,1.349,0.383
84.800,0,-0.0534,1.3502,2.7679,1.448,4.205,4.184,0.944,0.437,1.015,4.694,11.753,1.349,0.383
85.000,0,0.2210,1.4044,2.2169,1.520,4.205,4.320,0.944,0.423,0.972,4.694,11.753,1.349,0.383
85.200,0,0.3870,1.4471,1.6130,1.645,4.205,4.555,0.944,0.398,0.897,4.694,11.753,1.349,0.383
85.400,0,0.4182,1.4731,1.0066,1.802,4.205,4.850,0.944,0.366,0.803,4.694,11.753,1.349,0.383
85.600,0,0.3130,1.4792,0.4340,1.959,4.205,5.147,0.944,0.335,0.709,4.694,11.753,1.349,0.383
85.800,0,0.0785,1.4662,-0.0788,2.082,4.205,5.379,0.944,0.310,0.635,4.694,11.753,1.349,0.383
86.000,0,-0.2708,1.4380,-0.5204,1.765,4.204,4.798,0.894,0.329,0.793,4.459,11.654,1.317,0.380
86.200,0,-0.7497,1.4008,-0.9082,1.600,4.203,4.496,0.869,0.339,0.876,4.339,11.604,1.301,0.379
86.400,0,-1.3707,1.3611,-1.2386,1.526,4.203,4.360,0.858,0.344,0.914,4.285,11.582,1.294,0.378
86.600,0,-2.1179,1.3239,-1.4908,1.493,4.203,4.299,0.853,0.346,0.930,4.260,11.572,1.290,0.378
86.800,0,-2.9510,1.2925,-1.6431,1.478,4.203,4.271,0.850,0.347,0.938,4.250,11.567,1.289,0.378
87.000,0,-3.8105,1.2702,-1.6781,1.471,4.203,4.259,0.849,0.347,0.941,4.245,11.565,1.288,0.378
87.200,0,-4.6283,1.2585,-1.5890,1.468,4.202,4.253,0.849,0.347,0.943,4.242,11.564,1.288,0.378
87.400,0,-5.0000,1.2573,-1.3833,1.466,4.202,4.251,0.849,0.347,0.943,4.241,11.564,1.288,0.378
87.600,0,-5.0000,1.2650,-1.0764,1.466,4.202,4.250,0.849,0.347,0.944,4.241,11.564,1.288,0.378
87.800,0,-5.0000,1.2793,-0.7024,1.469,4.202,4.256,0.849,0.347,0.942,4.241,11.563,1.288,0.378
88.000,0,-5.0000,1.2963,-0.2932,1.507,4.202,4.333,0.849,0.340,0.920,4.241,11.563,1.288,0.378
88.200,0,-4.9719,1.3103,0.1115,1.600,4.202,4.521,0.849,0.325,0.866,4.241,11.563,1.288,0.378
88.400,0,-4.7892,1.3195,0.4844,1.736,4.202,4.796,0.849,0.303,0.788,4.241,11.563,1.288,0.378
88.600,0,-4.4568,1.3232,0.8035,1.889,4.202,5.107,0.849,0.277,0.699,4.241,11.563,1.288,0.378
88.800,0,-3.9957,1.3196,1.0590,2.029,4.202,5.390,0.849,0.254,0.618,4.241,11.563,1.288,0.378
89.000,0,-3.4262,1.3088,1.2420,1.905,4.187,5.136,0.869,0.293,0.702,4.344,11.577,1.301,0.375
89.200,0,-2.7591,1.2905,1.3454,1.648,4.165,4.610,0.897,0.362,0.868,4.487,11.595,1.319,0.372
89.400,0,-2.0457,1.2727,1.3571,1.532,4.155,4.374,0.909,0.393,0.943,4.551,11.603,1.327,0.371
89.600,0,-1.3741,1.2656,1.2399,1.480,4.150,4.268,0.915,0.406,0.976,4.580,11.607,1.331,0.370
